"Diease_TreeNumber","Disease_Mesh_Heading","Disease_Count"
"C12.777.419.403.500","Medullary Sponge Kidney","0"
"C10.228.140.163.100.540","Menkes Kinky Hair Syndrome","8"
"C01.252.400.310.503","Klebsiella Infections","1"
"C12.706.316.795.500","Klinefelter Syndrome","7"
"C05.116.099.370.535","Klippel-Feil Syndrome","0"
"C14.907.077.410","Klippel-Trenaunay-Weber Syndrome","1"
"C26.558.554","Knee Injuries","7"
"C13.351.500.944.815","Vulvar Lichen Sclerosus","0"
"C04.557.470.200.025.415.410","Krukenberg Tumor","1"
"C10.228.228.800.435","Kuru","0"
"C18.654.521.719.500","Kwashiorkor","0"
"C02.081.885.475","Kyasanur Forest Disease","0"
"C05.116.900.800.500","Kyphosis","0"
"C13.703.420","Obstetric Labor Complications","44"
"C13.703.420.491","Obstetric Labor, Premature","28"
"C01.539.503","Laboratory Infection","0"
"C09.218.568","Labyrinth Diseases","45"
"C09.218.568.558","Labyrinthitis","1"
"C11.496","Lacrimal Apparatus Diseases","35"
"C11.496.456","Lacrimal Duct Obstruction","0"
"C13.703.844.506","Lactation Disorders","2"
"C06.405.469.637.506","Lactose Intolerance","5"
"C22.510","Lameness, Animal","0"
"C10.597.606.150.500.550","Language Development Disorders","5"
"C10.597.606.150.500","Language Disorders","59"
"C03.335.508.523","Larva Migrans","0"
"C03.335.508.523.780","Larva Migrans, Visceral","0"
"C08.360","Laryngeal Diseases","28"
"C08.360.313","Laryngeal Edema","0"
"C04.588.443.665.481","Laryngeal Neoplasms","23"
"C08.360.895.500","Laryngismus","0"
"C08.360.535","Laryngitis","3"
"C08.360.591","Laryngostenosis","0"
"C02.782.082.545","Lassa Fever","5"
"C25.723.756.558","Lathyrism","0"
"C10.228.140.617.500","Laurence-Moon Syndrome","0"
"C25.723.522.750","Lead Poisoning","0"
"C10.597.606.150.550","Learning Disorders","15"
"C16.320.565.398.500.330.500","Lecithin Cholesterol Acyltransferase Deficiency","0"
"C17.800.446","Leg Dermatoses","0"
"C26.558","Leg Injuries","15"
"C05.116.099.655","Leg Length Inequality","0"
"C17.800.893.592","Leg Ulcer","14"
"C05.116.852.175.570","Legg-Calve-Perthes Disease","0"
"C01.252.400.500","Legionellosis","1"
"C01.252.400.500.501","Legionnaires' Disease","1"
"C10.228.140.163.100.412","Leigh Disease","21"
"C04.557.450.590.450","Leiomyoma","56"
"C04.557.450.590.455","Leiomyosarcoma","35"
"C03.752.300.500","Leishmaniasis","17"
"C03.752.300.500.400.385","Leishmaniasis, Mucocutaneous","0"
"C03.752.300.500.510","Leishmaniasis, Visceral","5"
"C11.510","Lens Diseases","19"
"C11.510.598","Lens Subluxation","0"
"C17.800.621.430.530.550","Lentigo","2"
"C01.252.410.040.552.386","Leprosy","28"
"C01.252.400.511","Leptospirosis","6"
"C14.907.109.661","Leriche Syndrome","0"
"C10.228.140.163.100.425","Lesch-Nyhan Syndrome","1"
"C04.557.337","Leukemia","2466"
"C04.557.337.372.594","Leukemia L1210","0"
"C04.557.337.372.602","Leukemia L5178","0"
"C04.557.337.372.782","Leukemia P388","0"
"C04.557.337.372","Leukemia, Experimental","15"
"C04.557.337.415","Leukemia, Hairy Cell","65"
"C04.557.337.428","Leukemia, Lymphoid","1194"
"C04.557.337.440","Leukemia, Mast-Cell","1"
"C04.557.337.539.275.450","Leukemia, Megakaryoblastic, Acute","27"
"C04.557.337.539.275.484","Leukemia, Monocytic, Acute","9"
"C04.557.337.539","Leukemia, Myeloid","1115"
"C04.557.337.595","Leukemia, Plasma Cell","19"
"C04.557.337.650","Leukemia, Radiation-Induced","0"
"C15.378.190.636.484","Leukemoid Reaction","1"
"C15.378.553","Leukocyte Disorders","125"
"C15.378.553.475","Leukocytosis","13"
"C10.228.140.163.100.362.500","Leukodystrophy, Globoid Cell","0"
"C10.228.140.163.100.362.550","Leukodystrophy, Metachromatic","6"
"C07.465.385","Leukoedema, Oral","0"
"C02.182.525.500","Leukoencephalopathy, Progressive Multifocal","3"
"C10.228.140.300.700","Leukomalacia, Periventricular","1"
"C15.378.553.546","Leukopenia","21"
"C04.834.512","Leukoplakia","7"
"C04.588.443.591.545","Leukoplakia, Oral","7"
"C13.351.500.894.700.500","Leukorrhea","0"
"C14.240.400.701","Levocardia","0"
"C04.557.475.750.847.249","Leydig Cell Tumor","0"
"C17.800.859.475.560","Lichen Planus","13"
"C04.557.470.200.025.095.410","Linitis Plastica","0"
"C07.465.409","Lip Diseases","9"
"C04.588.443.591.550","Lip Neoplasms","0"
"C16.320.565.398","Lipid Metabolism, Inborn Errors","89"
"C16.320.565.202.715.640","Mucopolysaccharidosis I","2"
"C17.800.849.391","Lipodystrophy","11"
"C01.252.410.040.137.631","Whipple Disease","1"
"C16.320.565.398.641","Lipidoses","60"
"C08.618.490.500","Lipoid Proteinosis of Urbach and Wiethe","0"
"C04.557.450.550.400","Lipoma","15"
"C17.800.463","Lipomatosis","1"
"C17.800.463.500","Lipomatosis, Multiple Symmetrical","0"
"C16.320.565.398.465","Hyperlipoproteinemia Type I","1"
"C04.557.450.550.420","Liposarcoma","64"
"C01.252.410.514","Listeriosis","10"
"C01.539.830.025.020.455","Liver Abscess","0"
"C01.539.830.025.020.455.460","Liver Abscess, Amebic","0"
"C06.552.630","Liver Cirrhosis","102"
"C06.552.630.380","Liver Cirrhosis, Alcoholic","2"
"C06.130.120.135.250.250","Liver Cirrhosis, Biliary","12"
"C06.552.630.467","Liver Cirrhosis, Experimental","2"
"C06.552","Liver Diseases","1533"
"C06.552.645","Liver Diseases, Alcoholic","27"
"C03.518","Liver Diseases, Parasitic","2"
"C04.588.274.623","Liver Neoplasms","962"
"C04.588.274.623.460","Liver Neoplasms, Experimental","12"
"C03.335.508.700.750.361.518","Loiasis","1"
"C14.280.067.565","Long QT Syndrome","13"
"C05.116.900.800.750","Lordosis","0"
"C02.782.350.250.650","Louping Ill","0"
"C14.280.067.780.560","Lown-Ganong-Levine Syndrome","5"
"C01.539.535","Ludwig's Angina","1"
"C02.256.743.494","Lumpy Skin Disease","0"
"C01.539.830.025.490","Lung Abscess","0"
"C08.381","Lung Diseases","2031"
"C01.703.534","Lung Diseases, Fungal","18"
"C08.381.495","Lung Diseases, Obstructive","316"
"C03.582","Lung Diseases, Parasitic","3"
"C04.588.894.797.520","Lung Neoplasms","1272"
"C01.252.410.040.552.846.583.470","Lupus Vulgaris","0"
"C17.300.475","Lupus Erythematosus, Cutaneous","15"
"C17.300.475.479","Lupus Erythematosus, Discoid","8"
"C17.300.480","Lupus Erythematosus, Systemic","256"
"C12.777.419.570.363.680","Lupus Nephritis","24"
"C14.240.400.560.375.518","Lutembacher Syndrome","0"
"C01.252.400.155.569","Lyme Disease","19"
"C15.604.315","Lymphadenitis","1"
"C15.604.360","Lymphangiectasis","0"
"C15.604.360.500","Lymphangiectasis, Intestinal","0"
"C04.557.375.450","Lymphangioma","0"
"C04.557.375.460","Lymphangiomyoma","7"
"C04.557.375.480","Lymphangiosarcoma","0"
"C15.604.406","Lymphangitis","0"
"C15.604","Lymphatic Diseases","3155"
"C04.697.650.560","Lymphatic Metastasis","189"
"C15.604.496","Lymphedema","10"
"C04.182.430","Lymphocele","0"
"C02.182.550.500","Lymphocytic Choriomeningitis","9"
"C15.378.553.475.604","Lymphocytosis","10"
"C01.252.400.210.210.490","Lymphogranuloma Venereum","0"
"C04.557.386","Lymphoma","1081"
"C04.557.386.480.350","Lymphoma, Follicular","101"
"C04.557.386.480","Lymphoma, Non-Hodgkin","920"
"C04.557.386.480.150.600","Lymphomatoid Granulomatosis","0"
"C15.378.553.546.605","Lymphopenia","10"
"C15.604.515","Lymphoproliferative Disorders","3394"
"C04.557.595.925","Waldenstrom Macroglobulinemia","13"
"C07.465.910.460","Macroglossia","0"
"C07.465.525.480","Macrostomia","0"
"C11.768.585.439","Macular Degeneration","42"
"C11.768.585.439.245","Macular Edema","2"
"C01.252.410.040.692.606","Mycetoma","0"
"C18.654.521.500.439","Magnesium Deficiency","0"
"C06.405.469.637","Malabsorption Syndromes","59"
"C23.550.548","Malacoplakia","0"
"C03.752.530","Malaria","57"
"C03.752.530.606","Malaria, Avian","0"
"C04.557.465.625.650.200.500","Malignant Carcinoid Syndrome","2"
"C02.256.466.606","Malignant Catarrh","0"
"C23.550.505.700","Malignant Hyperthermia","0"
"C06.405.117.468.524","Mallory-Weiss Syndrome","0"
"C07.793.494","Malocclusion","5"
"C07.793.494.610","Malocclusion, Angle Class I","3"
"C07.793.494.630","Malocclusion, Angle Class II","1"
"C07.793.494.650","Malocclusion, Angle Class III","0"
"C04.588.531.500","Mammary Neoplasms, Experimental","63"
"C05.500.607","Mandibular Diseases","2"
"C10.900.300.284.500.400.255","Mandibular Fractures","0"
"C10.900.300.284.500.500","Mandibular Injuries","0"
"C04.588.149.721.450.583","Mandibular Neoplasms","0"
"C05.116.099.370.231.576","Mandibulofacial Dysostosis","5"
"C16.320.565.202.607.500","alpha-Mannosidosis","0"
"C03.335.508.700.750.361.588","Mansonelliasis","0"
"C10.228.140.163.100.520","Maple Syrup Urine Disease","1"
"C02.782.417.560","Marburg Virus Disease","1"
"C02.256.466.650","Marek Disease","0"
"C05.116.099.674","Marfan Syndrome","7"
"C13.703.844.603","Mastitis","4"
"C22.196.581","Mastitis, Bovine","3"
"C04.557.450.565.465","Mastocytosis","10"
"C01.539.160.495.500","Mastoiditis","0"
"C05.500.693","Maxillary Diseases","0"
"C10.900.300.284.500.400.510","Maxillary Fractures","0"
"C04.588.149.721.450.601","Maxillary Neoplasms","0"
"C04.588.443.665.650.693.575","Maxillary Sinus Neoplasms","2"
"C10.900.300.284.500","Maxillofacial Injuries","0"
"C02.782.580.600.500.500","Measles","11"
"C08.381.520.687","Meconium Aspiration Syndrome","0"
"C04.182.444","Mediastinal Cyst","1"
"C08.846.187","Mediastinal Diseases","9"
"C08.846.187.290","Mediastinal Emphysema","0"
"C04.588.894.479","Mediastinal Neoplasms","7"
"C08.846.187.790","Mediastinitis","1"
"C04.557.465.625.600.380.515","Medulloblastoma","126"
"C06.405.469.158.701","Megacolon","17"
"C06.405.469.158.701.591","Megacolon, Toxic","0"
"C10.228.140.079.590","Meige Syndrome","0"
"C04.588.322.455.531","Meigs Syndrome","0"
"C04.557.465.625.650.510","Melanoma","815"
"C04.557.465.625.650.510.525","Melanoma, Experimental","41"
"C17.800.621.430.530","Melanosis","6"
"C01.252.400.170.531","Melioidosis","5"
"C07.465.299.800","Melkersson-Rosenthal Syndrome","3"
"C05.116.099.708.702.593","Melorheostosis","2"
"C10.597.606.525","Memory Disorders","22"
"C09.218.568.217.500","Meniere Disease","1"
"C04.588.614.250.580","Meningeal Neoplasms","131"
"C04.557.580.520","Meningioma","128"
"C10.597.544","Meningism","0"
"C10.228.614","Meningitis","157"
"C10.228.614.220","Meningitis, Aseptic","0"
"C01.252.200.500.450","Meningitis, Haemophilus","4"
"C01.252.200.500.500","Meningitis, Listeria","2"
"C01.252.200.500.550","Meningitis, Meningococcal","0"
"C01.252.200.500.600","Meningitis, Pneumococcal","0"
"C02.182.550","Meningitis, Viral","10"
"C10.500.680.598","Meningocele","0"
"C01.252.400.625.549","Meningococcal Infections","2"
"C10.228.140.430.550","Meningoencephalitis","50"
"C10.500.680.610","Meningomyelocele","2"
"C13.351.500.056.630.250","Menopause, Premature","5"
"C13.351.500.852.691.449","Menorrhagia","0"
"C23.550.568","Menstruation Disturbances","0"
"C10.597.606.360","Intellectual Disability","360"
"C25.723.522.875","Mercury Poisoning","0"
"C04.557.435.500","Mesenchymoma","1"
"C04.182.473","Mesenteric Cyst","0"
"C06.844.520","Mesenteric Lymphadenitis","0"
"C06.405.469.675","Mesenteric Vascular Occlusion","1"
"C07.465.714.836.535","Mesial Movement of Teeth","0"
"C04.557.465.510","Mesonephroma","3"
"C04.557.470.035.510","Mesothelioma","57"
"C18.452","Metabolic Diseases","1864"
"C16.320.565","Metabolism, Inborn Errors","553"
"C16.320.565.618","Metal Metabolism, Inborn Errors","36"
"C23.550.589","Metaplasia","0"
"C15.378.619","Methemoglobinemia","0"
"C13.351.500.852.691.622","Metrorrhagia","4"
"C05.660.207.620","Microcephaly","24"
"C05.500.460.457","Micrognathism","2"
"C11.250.566","Microphthalmos","15"
"C07.465.525.520","Microstomia","0"
"C08.381.730.542","Middle Lobe Syndrome","1"
"C10.228.140.546.399.750","Migraine Disorders","17"
"C07.465.815.355","Mikulicz' Disease","0"
"C17.800.946.492","Miliaria","1"
"C03.858.211.480","Mite Infestations","1"
"C14.280.484.461","Mitral Valve Insufficiency","1"
"C14.280.484.400.500","Mitral Valve Prolapse","0"
"C14.280.484.517","Mitral Valve Stenosis","1"
"C17.300.540","Mixed Connective Tissue Disease","0"
"C04.557.435.090","Adenoma, Pleomorphic","2"
"C02.256.743.611","Molluscum Contagiosum","0"
"C03.335.190.628","Monieziasis","0"
"C22.735.500","Monkey Diseases","37"
"C15.378.147.542.640","Monoclonal Gammopathy of Undetermined Significance","20"
"C23.550.210.050.500","Monosomy","0"
"C16.131.085","Abnormalities, Severe Teratoid","2"
"C05.550.518.336.750","Monteggia's Fracture","0"
"C25.775.675.600","Morphine Dependence","0"
"C23.888.571","Motion Sickness","0"
"C07.793.330","Fluorosis, Dental","4"
"C07.465.525","Mouth Abnormalities","14"
"C07","Stomatognathic Diseases","661"
"C08.618.659","Mouth Breathing","0"
"C07.465","Mouth Diseases","465"
"C04.588.443.591","Mouth Neoplasms","175"
"C07.465.550","Mouth, Edentulous","0"
"C10.228.662","Movement Disorders","445"
"C10.228.140.300.200.600","Moyamoya Disease","4"
"C04.182.511","Mucocele","0"
"C14.907.940.560","Mucocutaneous Lymph Node Syndrome","92"
"C05.116.198.371","Mucolipidoses","12"
"C16.320.565.202.715","Mucopolysaccharidoses","10"
"C16.320.565.202.715.650","Mucopolysaccharidosis III","5"
"C16.320.565.202.715.655","Mucopolysaccharidosis IV","0"
"C16.320.565.202.715.670","Mucopolysaccharidosis VI","0"
"C01.703.980.600","Mucormycosis","1"
"C16.320.565.100.620","Multiple Carboxylase Deficiency","0"
"C04.557.595.500","Multiple Myeloma","410"
"C23.550.835.525","Multiple Organ Failure","0"
"C10.114.375.500","Multiple Sclerosis","214"
"C26.640","Multiple Trauma","0"
"C02.782.580.600.680.500","Mumps","1"
"C05.651.475","Muscle Cramp","0"
"C10.597.613.550","Muscle Hypertonia","2"
"C10.597.613.575","Muscle Hypotonia","14"
"C05.651.504","Muscle Rigidity","0"
"C05.651.512","Muscle Spasticity","0"
"C10.597.613.612","Muscular Atrophy","26"
"C10.228.854.468","Muscular Atrophy, Spinal","22"
"C05.651","Muscular Diseases","417"
"C05.651.534.500","Muscular Dystrophies","110"
"C22.595","Muscular Dystrophy, Animal","4"
"C05.660","Musculoskeletal Abnormalities","325"
"C05","Musculoskeletal Diseases","1660"
"C25.723.415.551","Mushroom Poisoning","0"
"C10.597.606.150.500.800.500","Mutism","0"
"C10.114.656","Myasthenia Gravis","7"
"C01.252.410.040.552","Mycobacterium Infections","315"
"C01.252.410.040.552.475","Mycobacterium Infections, Nontuberculous","18"
"C01.252.400.610.610","Mycoplasma Infections","3"
"C01.252.400.610","Mycoplasmatales Infections","3"
"C01.703","Mycoses","37"
"C04.557.386.480.750.800.550","Mycosis Fungoides","11"
"C10.228.228.618","Myelitis","17"
"C04.588.614.550.550","Myelitis, Transverse","1"
"C15.378.190.625","Myelodysplastic Syndromes","171"
"C15.378.190.636","Myeloproliferative Disorders","230"
"C03.858.211.503","Myiasis","0"
"C14.280.238","Cardiomyopathies","131"
"C14.280.647.500","Myocardial Infarction","72"
"C14.280.238.625","Myocarditis","6"
"C10.597.350.500","Myoclonus","2"
"C04.557.435.585","Myoepithelioma","12"
"C05.651.550","Myofascial Pain Syndromes","0"
"C05.651.807.628","Myoglobinuria","0"
"C04.557.450.590.540","Myoma","1"
"C11.744.636","Myopia","5"
"C04.557.450.590.550","Myosarcoma","84"
"C05.651.594","Myositis","88"
"C05.651.594.638","Myositis Ossificans","7"
"C10.597.613.700","Myotonia","5"
"C05.651.534.500.500","Myotonic Dystrophy","30"
"C05.651.662.500","Myotonia Congenita","2"
"C17.300.550.590","Myxedema","0"
"C04.557.450.565.550","Myxoma","17"
"C02.256.743.665","Myxomatosis, Infectious","0"
"C04.557.450.565.560","Myxosarcoma","0"
"C17.800.529","Nail Diseases","3"
"C05.550.629","Nail-Patella Syndrome","0"
"C17.800.529.406","Nails, Ingrown","0"
"C23.300.820","Nails, Malformed","0"
"C02.081.885.550","Nairobi Sheep Disease","0"
"C10.886.425.800.200.750","Narcolepsy","1"
"C25.775.675","Opioid-Related Disorders","2"
"C08.460.572","Nasal Polyps","15"
"C07.550.350","Nasopharyngeal Diseases","61"
"C04.588.443.665.710.650","Nasopharyngeal Neoplasms","59"
"C07.550.350.700","Nasopharyngitis","6"
"C23.888.821.712","Nausea","0"
"C03.335.508.700.775.455.683","Necatoriasis","0"
"C17.300.200.495.545","Necrobiosis Lipoidica","0"
"C23.550.717","Necrosis","0"
"C04.588.322.609.145.500","Nelson Syndrome","0"
"C03.335.508","Nematode Infections","15"
"C16.614.610","Neonatal Abstinence Syndrome","0"
"C16","Congenital, Hereditary, and Neonatal Diseases and Abnormalities","3632"
"C04.697.645","Neoplasm Invasiveness","766"
"C04.697.650","Neoplasm Metastasis","1431"
"C04.697.655","Neoplasm Recurrence, Local","275"
"C04.697.670","Neoplasm Regression, Spontaneous","6"
"C04.697.650.830","Neoplasm Seeding","2"
"C04","Neoplasms","26085"
"C04.557","Neoplasms by Histologic Type","12163"
"C04.588","Neoplasms by Site","13089"
"C04.557.450.565","Neoplasms, Connective Tissue","846"
"C04.557.465","Neoplasms, Germ Cell and Embryonal","2926"
"C04.619","Neoplasms, Experimental","251"
"C04.557.470","Neoplasms, Glandular and Epithelial","6032"
"C04.626","Neoplasms, Hormone-Dependent","53"
"C04.588.322.400","Multiple Endocrine Neoplasia","12"
"C04.651","Neoplasms, Multiple Primary","184"
"C04.557.450.590","Neoplasms, Muscle Tissue","178"
"C04.557.580","Neoplasms, Nerve Tissue","2822"
"C04.682","Neoplasms, Radiation-Induced","10"
"C04.697.650.895","Neoplasms, Unknown Primary","5"
"C04.557.645","Neoplasms, Vascular Tissue","231"
"C04.588.322.490","Paraneoplastic Endocrine Syndromes","1"
"C04.697","Neoplastic Processes","3577"
"C04.700","Neoplastic Syndromes, Hereditary","534"
"C23.550.589.500","Neovascularization, Pathologic","0"
"C12.777.419.570","Nephritis","77"
"C12.706.742","Nephritis, Hereditary","1"
"C12.777.419.570.643","Nephritis, Interstitial","16"
"C04.557.435.595","Wilms Tumor","66"
"C12.777.419.590","Nephrocalcinosis","0"
"C12.777.419.610","Nephrosclerosis","4"
"C12.777.419.630","Nephrosis","26"
"C12.777.419.630.477","Nephrosis, Lipoid","13"
"C12.777.419.630.643","Nephrotic Syndrome","14"
"C10.668.829.550","Nerve Compression Syndromes","5"
"C23.550.737","Nerve Degeneration","0"
"C10.500","Nervous System Malformations","301"
"C10","Nervous System Diseases","5282"
"C04.588.614","Nervous System Neoplasms","1328"
"C10.500.680","Neural Tube Defects","50"
"C10.668.829.600","Neuralgia","4"
"C04.557.465.625.650.595","Neurilemmoma","38"
"C10.668.829.650","Neuritis","0"
"C10.114.703.700","Neuritis, Autoimmune, Experimental","0"
"C04.557.465.625.600.590.650.550","Neuroblastoma","424"
"C17.800.174.660","Neurodermatitis","7"
"C04.557.580.600.580","Neurofibroma","59"
"C04.557.580.600.580.590.650","Neurofibromatosis 1","23"
"C10.228.140.079.737","Neuroleptic Malignant Syndrome","2"
"C10.597","Neurologic Manifestations","873"
"C04.557.580.600.610","Neuroma","38"
"C04.557.465.625.650.595.610","Neuroma, Acoustic","31"
"C10.668","Neuromuscular Diseases","723"
"C10.114.375.600.500","Neuromyelitis Optica","1"
"C10.574.500.550","Neuronal Ceroid-Lipofuscinoses","3"
"C10.500.250","Hereditary Sensory and Autonomic Neuropathies","7"
